"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0071486","GO:0071486","cellular response to high light intensity",14,-0.815093056760628,-1.93094053717259,6.91399675835065e-05,0.00191927798305856,0.00160302671830624,1574,"tags=71%, list=9%, signal=65%","Me1_v2_0102570/Me1_v2_0080930/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0134820/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0006082","GO:0006082","organic acid metabolic process",488,-0.363503562055386,-1.50057938280406,7.06545745736068e-05,0.00191927798305856,0.00160302671830624,3399,"tags=24%, list=19%, signal=20%","Me1_v2_0154470/Me1_v2_0141810/Me1_v2_0067730/Me1_v2_0186480/Me1_v2_0074230/Me1_v2_0126150/Me1_v2_0061460/Me1_v2_0128200/Me1_v2_0043880/Me1_v2_0163160/Me1_v2_0060060/Me1_v2_0055950/Me1_v2_0139550/Me1_v2_0103570/Me1_v2_0123990/Me1_v2_0226850/Me1_v2_0207560/Me1_v2_0083950/Me1_v2_0128470/Me1_v2_0055920/Me1_v2_0130270/Me1_v2_0203650/Me1_v2_0083700/Me1_v2_0207570/Me1_v2_0120120/Me1_v2_0040100/Me1_v2_0178910/Me1_v2_0092880/Me1_v2_0056680/Me1_v2_0062330/Me1_v2_0104680/Me1_v2_0110800/Me1_v2_0152960/Me1_v2_0012110/Me1_v2_0078890/Me1_v2_0081300/Me1_v2_0099330/Me1_v2_0014470/Me1_v2_0207590/Me1_v2_0173470/Me1_v2_0204500/Me1_v2_0080150/Me1_v2_0214090/Me1_v2_0226240/Me1_v2_0167070/Me1_v2_0232720/Me1_v2_0220620/Me1_v2_0068030/Me1_v2_0126430/Me1_v2_0085360/Me1_v2_0217130/Me1_v2_0029610/Me1_v2_0061030/Me1_v2_0062370/Me1_v2_0232560/Me1_v2_0129260/Me1_v2_0217120/Me1_v2_0171180/Me1_v2_0112150/Me1_v2_0029830/Me1_v2_0056060/Me1_v2_0145280/Me1_v2_0208210/Me1_v2_0129280/Me1_v2_0232740/Me1_v2_0207600/Me1_v2_0132160/Me1_v2_0031820/Me1_v2_0034800/Me1_v2_0181740/Me1_v2_0123010/Me1_v2_0171170/Me1_v2_0058420/Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0124950/Me1_v2_0231040/Me1_v2_0155080/Me1_v2_0107080/Me1_v2_0162940/Me1_v2_0094600/Me1_v2_0050320/Me1_v2_0197960/Me1_v2_0091280/Me1_v2_0094380/Me1_v2_0162930/Me1_v2_0001920/Me1_v2_0181120/Me1_v2_0158220/Me1_v2_0036840/Me1_v2_0122150/Me1_v2_0228210/Me1_v2_0038880/Me1_v2_0078830/Me1_v2_0052020/Me1_v2_0085320/Me1_v2_0120640/Me1_v2_0115590/Me1_v2_0085310/Me1_v2_0102850/Me1_v2_0160000/Me1_v2_0199730/Me1_v2_0131420/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0039210/Me1_v2_0155600/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0199720/Me1_v2_0133400/Me1_v2_0210340/Me1_v2_0080830/Me1_v2_0185340/Me1_v2_0213110/Me1_v2_0130990"
"GO:0043436","GO:0043436","oxoacid metabolic process",488,-0.363503562055386,-1.50057938280406,7.06545745736068e-05,0.00191927798305856,0.00160302671830624,3399,"tags=24%, list=19%, signal=20%","Me1_v2_0154470/Me1_v2_0141810/Me1_v2_0067730/Me1_v2_0186480/Me1_v2_0074230/Me1_v2_0126150/Me1_v2_0061460/Me1_v2_0128200/Me1_v2_0043880/Me1_v2_0163160/Me1_v2_0060060/Me1_v2_0055950/Me1_v2_0139550/Me1_v2_0103570/Me1_v2_0123990/Me1_v2_0226850/Me1_v2_0207560/Me1_v2_0083950/Me1_v2_0128470/Me1_v2_0055920/Me1_v2_0130270/Me1_v2_0203650/Me1_v2_0083700/Me1_v2_0207570/Me1_v2_0120120/Me1_v2_0040100/Me1_v2_0178910/Me1_v2_0092880/Me1_v2_0056680/Me1_v2_0062330/Me1_v2_0104680/Me1_v2_0110800/Me1_v2_0152960/Me1_v2_0012110/Me1_v2_0078890/Me1_v2_0081300/Me1_v2_0099330/Me1_v2_0014470/Me1_v2_0207590/Me1_v2_0173470/Me1_v2_0204500/Me1_v2_0080150/Me1_v2_0214090/Me1_v2_0226240/Me1_v2_0167070/Me1_v2_0232720/Me1_v2_0220620/Me1_v2_0068030/Me1_v2_0126430/Me1_v2_0085360/Me1_v2_0217130/Me1_v2_0029610/Me1_v2_0061030/Me1_v2_0062370/Me1_v2_0232560/Me1_v2_0129260/Me1_v2_0217120/Me1_v2_0171180/Me1_v2_0112150/Me1_v2_0029830/Me1_v2_0056060/Me1_v2_0145280/Me1_v2_0208210/Me1_v2_0129280/Me1_v2_0232740/Me1_v2_0207600/Me1_v2_0132160/Me1_v2_0031820/Me1_v2_0034800/Me1_v2_0181740/Me1_v2_0123010/Me1_v2_0171170/Me1_v2_0058420/Me1_v2_0120920/Me1_v2_0053830/Me1_v2_0124950/Me1_v2_0231040/Me1_v2_0155080/Me1_v2_0107080/Me1_v2_0162940/Me1_v2_0094600/Me1_v2_0050320/Me1_v2_0197960/Me1_v2_0091280/Me1_v2_0094380/Me1_v2_0162930/Me1_v2_0001920/Me1_v2_0181120/Me1_v2_0158220/Me1_v2_0036840/Me1_v2_0122150/Me1_v2_0228210/Me1_v2_0038880/Me1_v2_0078830/Me1_v2_0052020/Me1_v2_0085320/Me1_v2_0120640/Me1_v2_0115590/Me1_v2_0085310/Me1_v2_0102850/Me1_v2_0160000/Me1_v2_0199730/Me1_v2_0131420/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0039210/Me1_v2_0155600/Me1_v2_0190930/Me1_v2_0159980/Me1_v2_0199720/Me1_v2_0133400/Me1_v2_0210340/Me1_v2_0080830/Me1_v2_0185340/Me1_v2_0213110/Me1_v2_0130990"
"GO:0070141","GO:0070141","response to UV-A",12,-0.833560700669799,-1.89140623008175,8.0600859138739e-05,0.00209712889572196,0.00175157203971938,1574,"tags=75%, list=9%, signal=68%","Me1_v2_0102570/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0134820/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0071492","GO:0071492","cellular response to UV-A",12,-0.833560700669799,-1.89140623008175,8.0600859138739e-05,0.00209712889572196,0.00175157203971938,1574,"tags=75%, list=9%, signal=68%","Me1_v2_0102570/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0134820/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0010030","GO:0010030","positive regulation of seed germination",21,-0.758993363852316,-1.99519636653752,8.16765307854299e-05,0.00210543946024664,0.00175851322129644,2051,"tags=57%, list=11%, signal=51%","Me1_v2_0055430/Me1_v2_0102570/Me1_v2_0156270/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0092970/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720/Me1_v2_0080920"
"GO:0010948","GO:0010948","negative regulation of cell cycle process",38,0.618762200536313,2.03249498437531,9.02932930806862e-05,0.00230620667831771,0.00192619878720653,1180,"tags=18%, list=7%, signal=17%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0030690/Me1_v2_0038920/Me1_v2_0121180/Me1_v2_0212290/Me1_v2_0218700"
"GO:0030684","GO:0030684","preribosome",71,0.520393680320294,1.9542064364802,9.27374564090776e-05,0.0023471007149352,0.00196035446131725,5886,"tags=70%, list=33%, signal=47%","Me1_v2_0173910/Me1_v2_0014410/Me1_v2_0234290/Me1_v2_0044980/Me1_v2_0176810/Me1_v2_0006500/Me1_v2_0205630/Me1_v2_0060720/Me1_v2_0060710/Me1_v2_0228420/Me1_v2_0033080/Me1_v2_0028830/Me1_v2_0199170/Me1_v2_0128930/Me1_v2_0163100/Me1_v2_0025710/Me1_v2_0199770/Me1_v2_0128290/Me1_v2_0054680/Me1_v2_0054120/Me1_v2_0199160/Me1_v2_0113620/Me1_v2_0184590/Me1_v2_0066590/Me1_v2_0113630/Me1_v2_0072480/Me1_v2_0224450/Me1_v2_0119810/Me1_v2_0113610/Me1_v2_0206100/Me1_v2_0081680/Me1_v2_0163110/Me1_v2_0132280/Me1_v2_0024050/Me1_v2_0028420/Me1_v2_0199150/Me1_v2_0032090/Me1_v2_0150600/Me1_v2_0051910/Me1_v2_0132270/Me1_v2_0182780/Me1_v2_0097240/Me1_v2_0047810/Me1_v2_0206470/Me1_v2_0133230/Me1_v2_0176780/Me1_v2_0202730/Me1_v2_0154660/Me1_v2_0035060/Me1_v2_0122220"
"GO:0098656","GO:0098656","anion transmembrane transport",116,0.44887829879672,1.81779137167268,9.6177211200544e-05,0.0024122284322731,0.00201475068318636,3684,"tags=41%, list=21%, signal=32%","Me1_v2_0162900/Me1_v2_0113950/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0138140/Me1_v2_0084450/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0058370/Me1_v2_0233210/Me1_v2_0016350/Me1_v2_0060040/Me1_v2_0150370/Me1_v2_0155960/Me1_v2_0058400/Me1_v2_0059580/Me1_v2_0008020/Me1_v2_0085530/Me1_v2_0086290/Me1_v2_0053130/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0154230/Me1_v2_0208810/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0228390/Me1_v2_0066890/Me1_v2_0177750/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0141360/Me1_v2_0113180/Me1_v2_0189170/Me1_v2_0023740/Me1_v2_0160180/Me1_v2_0169180/Me1_v2_0130920/Me1_v2_0066880/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0022610/Me1_v2_0032470/Me1_v2_0004600/Me1_v2_0207530"
"GO:0071484","GO:0071484","cellular response to light intensity",16,-0.790589349460802,-1.93195856960134,9.94084342284812e-05,0.00247100965082225,0.00206384615799544,1574,"tags=62%, list=9%, signal=57%","Me1_v2_0102570/Me1_v2_0080930/Me1_v2_0189830/Me1_v2_0142470/Me1_v2_0171870/Me1_v2_0134820/Me1_v2_0207470/Me1_v2_0195300/Me1_v2_0135890/Me1_v2_0185720"
"GO:0009927","GO:0009927","histidine phosphotransfer kinase activity",16,0.77702839064142,2.03743710491709,0.000100373530617716,0.00247291955079399,0.00206544135197517,2629,"tags=56%, list=15%, signal=48%","Me1_v2_0165900/Me1_v2_0028960/Me1_v2_0165890/Me1_v2_0200700/Me1_v2_0135000/Me1_v2_0135010/Me1_v2_0200690/Me1_v2_0135050/Me1_v2_0135040"
"GO:0022904","GO:0022904","respiratory electron transport chain",25,-0.719132787737616,-1.95275328476071,0.000112190038992137,0.00273979884696587,0.00228834530132623,2608,"tags=60%, list=15%, signal=51%","Me1_v2_0080530/Me1_v2_0014470/Me1_v2_0111210/Me1_v2_0068030/Me1_v2_0056060/Me1_v2_0156110/Me1_v2_0232730/Me1_v2_0097530/Me1_v2_0168570/Me1_v2_0208220/Me1_v2_0194020/Me1_v2_0094380/Me1_v2_0158220/Me1_v2_0031590/Me1_v2_0038880"
"GO:0015630","GO:0015630","microtubule cytoskeleton",137,0.40860302554606,1.69986041127097,0.000116868380409244,0.00280484112982185,0.00234267016627967,5657,"tags=52%, list=32%, signal=36%","Me1_v2_0098780/Me1_v2_0070730/Me1_v2_0197210/Me1_v2_0049230/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0030690/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0146380/Me1_v2_0217170/Me1_v2_0010690/Me1_v2_0053190/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0213580/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0036680/Me1_v2_0221780/Me1_v2_0119700/Me1_v2_0192250/Me1_v2_0118170/Me1_v2_0145720/Me1_v2_0145730/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0034030/Me1_v2_0107850/Me1_v2_0219590/Me1_v2_0149020/Me1_v2_0064900/Me1_v2_0206370/Me1_v2_0107860/Me1_v2_0119930/Me1_v2_0107870/Me1_v2_0055780/Me1_v2_0172620/Me1_v2_0174510/Me1_v2_0219600/Me1_v2_0228890/Me1_v2_0064010/Me1_v2_0051690/Me1_v2_0063980/Me1_v2_0187960/Me1_v2_0092270/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0065230/Me1_v2_0216520/Me1_v2_0097180/Me1_v2_0063990/Me1_v2_0136470/Me1_v2_0037650/Me1_v2_0215200/Me1_v2_0205200/Me1_v2_0154130/Me1_v2_0091290/Me1_v2_0060740/Me1_v2_0051710/Me1_v2_0115610/Me1_v2_0206450/Me1_v2_0168520/Me1_v2_0167840/Me1_v2_0146390/Me1_v2_0064890/Me1_v2_0108060"
"GO:0071310","GO:0071310","cellular response to organic substance",355,0.326893989902907,1.50098003943951,0.000115881692041712,0.00280484112982185,0.00234267016627967,4114,"tags=31%, list=23%, signal=25%","Me1_v2_0224350/Me1_v2_0063070/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0106850/Me1_v2_0073130/Me1_v2_0059560/Me1_v2_0224400/Me1_v2_0152070/Me1_v2_0165050/Me1_v2_0199390/Me1_v2_0012200/Me1_v2_0100110/Me1_v2_0055540/Me1_v2_0018110/Me1_v2_0008250/Me1_v2_0094760/Me1_v2_0184520/Me1_v2_0199940/Me1_v2_0161280/Me1_v2_0050840/Me1_v2_0023670/Me1_v2_0066240/Me1_v2_0032270/Me1_v2_0029150/Me1_v2_0184250/Me1_v2_0204590/Me1_v2_0219670/Me1_v2_0185540/Me1_v2_0061590/Me1_v2_0151200/Me1_v2_0050810/Me1_v2_0045670/Me1_v2_0189250/Me1_v2_0199220/Me1_v2_0207610/Me1_v2_0164440/Me1_v2_0078420/Me1_v2_0044290/Me1_v2_0045270/Me1_v2_0074270/Me1_v2_0037420/Me1_v2_0063160/Me1_v2_0027960/Me1_v2_0162950/Me1_v2_0060390/Me1_v2_0223400/Me1_v2_0064150/Me1_v2_0129590/Me1_v2_0133100/Me1_v2_0054660/Me1_v2_0005150/Me1_v2_0116850/Me1_v2_0178470/Me1_v2_0213990/Me1_v2_0132650/Me1_v2_0177070/Me1_v2_0100750/Me1_v2_0170150/Me1_v2_0164370/Me1_v2_0132410/Me1_v2_0154020/Me1_v2_0226980/Me1_v2_0017450/Me1_v2_0192250/Me1_v2_0161640/Me1_v2_0138290/Me1_v2_0100740/Me1_v2_0181380/Me1_v2_0150020/Me1_v2_0153740/Me1_v2_0162600/Me1_v2_0138270/Me1_v2_0159840/Me1_v2_0200960/Me1_v2_0068700/Me1_v2_0007620/Me1_v2_0058520/Me1_v2_0160450/Me1_v2_0218560/Me1_v2_0107200/Me1_v2_0040470/Me1_v2_0080590/Me1_v2_0177330/Me1_v2_0224450/Me1_v2_0117630/Me1_v2_0221930/Me1_v2_0109100/Me1_v2_0138260/Me1_v2_0003730/Me1_v2_0022670/Me1_v2_0219280/Me1_v2_0034580/Me1_v2_0108630/Me1_v2_0218310/Me1_v2_0080630/Me1_v2_0093760/Me1_v2_0159590/Me1_v2_0117430/Me1_v2_0086020/Me1_v2_0092250/Me1_v2_0128270/Me1_v2_0160760/Me1_v2_0188490/Me1_v2_0030460/Me1_v2_0140920/Me1_v2_0213790/Me1_v2_0060400/Me1_v2_0153790/Me1_v2_0000810"
"GO:0097237","GO:0097237","cellular response to toxic substance",49,-0.60479393107915,-1.89227084111025,0.000120551497690897,0.00286850743223467,0.00239584577956986,3753,"tags=45%, list=21%, signal=36%","Me1_v2_0200870/Me1_v2_0035950/Me1_v2_0090290/Me1_v2_0215140/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0067560/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0035900/Me1_v2_0229810/Me1_v2_0226620/Me1_v2_0218050/Me1_v2_0227320/Me1_v2_0042090/Me1_v2_0073890/Me1_v2_0109620/Me1_v2_0080930/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0065120/Me1_v2_0166130"
"GO:0016209","GO:0016209","antioxidant activity",41,-0.634200177271778,-1.92100077964468,0.000132587994380601,0.0031253278203359,0.00261034828914172,3753,"tags=49%, list=21%, signal=39%","Me1_v2_0200870/Me1_v2_0035950/Me1_v2_0090290/Me1_v2_0215140/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0067560/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0035900/Me1_v2_0229810/Me1_v2_0226620/Me1_v2_0218050/Me1_v2_0227320/Me1_v2_0073890/Me1_v2_0080930/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0065120/Me1_v2_0166130"
"GO:0005856","GO:0005856","cytoskeleton",199,0.371988074600102,1.60609854388843,0.00013358980266522,0.0031253278203359,0.00261034828914172,5657,"tags=46%, list=32%, signal=32%","Me1_v2_0098780/Me1_v2_0070730/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0049230/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0030690/Me1_v2_0151580/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0146380/Me1_v2_0029850/Me1_v2_0217170/Me1_v2_0010690/Me1_v2_0053190/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0123670/Me1_v2_0118110/Me1_v2_0087620/Me1_v2_0036630/Me1_v2_0055160/Me1_v2_0213580/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0207410/Me1_v2_0036680/Me1_v2_0221780/Me1_v2_0151560/Me1_v2_0119700/Me1_v2_0192250/Me1_v2_0118170/Me1_v2_0145720/Me1_v2_0145730/Me1_v2_0089750/Me1_v2_0173120/Me1_v2_0104520/Me1_v2_0029250/Me1_v2_0034030/Me1_v2_0143650/Me1_v2_0107850/Me1_v2_0013520/Me1_v2_0219590/Me1_v2_0022290/Me1_v2_0149020/Me1_v2_0064900/Me1_v2_0206370/Me1_v2_0107860/Me1_v2_0119930/Me1_v2_0107870/Me1_v2_0055780/Me1_v2_0222580/Me1_v2_0222570/Me1_v2_0172620/Me1_v2_0174510/Me1_v2_0219600/Me1_v2_0228890/Me1_v2_0064010/Me1_v2_0051690/Me1_v2_0063980/Me1_v2_0187960/Me1_v2_0106990/Me1_v2_0092270/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0065230/Me1_v2_0216520/Me1_v2_0097180/Me1_v2_0063990/Me1_v2_0136470/Me1_v2_0037650/Me1_v2_0215200/Me1_v2_0200730/Me1_v2_0205200/Me1_v2_0119360/Me1_v2_0154130/Me1_v2_0091290/Me1_v2_0060740/Me1_v2_0051710/Me1_v2_0115610/Me1_v2_0216720/Me1_v2_0206450/Me1_v2_0168520/Me1_v2_0167840/Me1_v2_0146390/Me1_v2_0064890/Me1_v2_0108060"
"GO:0032506","GO:0032506","cytokinetic process",56,0.548851532460984,1.98225798678535,0.000137947251662575,0.00320037623857174,0.00267303051686516,5009,"tags=52%, list=28%, signal=37%","Me1_v2_0070730/Me1_v2_0070720/Me1_v2_0018840/Me1_v2_0109700/Me1_v2_0192840/Me1_v2_0065690/Me1_v2_0025650/Me1_v2_0016660/Me1_v2_0051720/Me1_v2_0235070/Me1_v2_0023820/Me1_v2_0173130/Me1_v2_0081500/Me1_v2_0221440/Me1_v2_0118170/Me1_v2_0173120/Me1_v2_0107850/Me1_v2_0151270/Me1_v2_0124080/Me1_v2_0107860/Me1_v2_0107870/Me1_v2_0039980/Me1_v2_0151280/Me1_v2_0051690/Me1_v2_0051680/Me1_v2_0051700/Me1_v2_0097180/Me1_v2_0151290/Me1_v2_0037650"
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition",33,0.629055330027193,2.00014054822054,0.000140831748582215,0.00324029411613955,0.0027063708796704,1180,"tags=21%, list=7%, signal=20%","Me1_v2_0234360/Me1_v2_0197210/Me1_v2_0030690/Me1_v2_0038920/Me1_v2_0212290/Me1_v2_0103410/Me1_v2_0218700"
"GO:1990748","GO:1990748","cellular detoxification",43,-0.632880196120764,-1.92786203094428,0.000152617241639729,0.00346043983597371,0.00289024183214834,3753,"tags=49%, list=21%, signal=39%","Me1_v2_0200870/Me1_v2_0035950/Me1_v2_0090290/Me1_v2_0215140/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0067560/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0035900/Me1_v2_0229810/Me1_v2_0226620/Me1_v2_0218050/Me1_v2_0227320/Me1_v2_0073890/Me1_v2_0109620/Me1_v2_0080930/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0065120/Me1_v2_0166130"
"GO:0015075","GO:0015075","ion transmembrane transporter activity",229,0.356463498267683,1.57047085378779,0.000152885811718666,0.00346043983597371,0.00289024183214834,3955,"tags=36%, list=22%, signal=29%","Me1_v2_0162900/Me1_v2_0140510/Me1_v2_0113950/Me1_v2_0207960/Me1_v2_0123370/Me1_v2_0113940/Me1_v2_0165050/Me1_v2_0138140/Me1_v2_0084450/Me1_v2_0106340/Me1_v2_0054010/Me1_v2_0109640/Me1_v2_0099180/Me1_v2_0007500/Me1_v2_0058370/Me1_v2_0169500/Me1_v2_0233210/Me1_v2_0026290/Me1_v2_0016350/Me1_v2_0064720/Me1_v2_0060040/Me1_v2_0150370/Me1_v2_0155960/Me1_v2_0058400/Me1_v2_0206910/Me1_v2_0185540/Me1_v2_0015880/Me1_v2_0059580/Me1_v2_0008020/Me1_v2_0130420/Me1_v2_0085530/Me1_v2_0086290/Me1_v2_0033750/Me1_v2_0166560/Me1_v2_0053130/Me1_v2_0086280/Me1_v2_0122540/Me1_v2_0150360/Me1_v2_0141590/Me1_v2_0014880/Me1_v2_0101470/Me1_v2_0154230/Me1_v2_0165780/Me1_v2_0034250/Me1_v2_0042080/Me1_v2_0015190/Me1_v2_0228390/Me1_v2_0066890/Me1_v2_0177750/Me1_v2_0132310/Me1_v2_0159230/Me1_v2_0192250/Me1_v2_0115770/Me1_v2_0064640/Me1_v2_0141360/Me1_v2_0187820/Me1_v2_0113180/Me1_v2_0189170/Me1_v2_0122550/Me1_v2_0023740/Me1_v2_0067300/Me1_v2_0160180/Me1_v2_0169180/Me1_v2_0209100/Me1_v2_0207000/Me1_v2_0210630/Me1_v2_0130920/Me1_v2_0066880/Me1_v2_0011560/Me1_v2_0192450/Me1_v2_0224290/Me1_v2_0227160/Me1_v2_0010050/Me1_v2_0022610/Me1_v2_0032470/Me1_v2_0004600/Me1_v2_0207530/Me1_v2_0207670/Me1_v2_0117110/Me1_v2_0027820/Me1_v2_0110070/Me1_v2_0108970/Me1_v2_0211960"
"GO:0015979","GO:0015979","photosynthesis",96,0.470828224628047,1.867397963737,0.000161958195086042,0.00363622270257695,0.00303705987219921,1496,"tags=27%, list=8%, signal=25%","Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0227980/Me1_v2_0065960/Me1_v2_0073130/Me1_v2_0125070/Me1_v2_0124370/Me1_v2_0090340/Me1_v2_0111850/Me1_v2_0076900/Me1_v2_0090870/Me1_v2_0085670/Me1_v2_0067870/Me1_v2_0184520/Me1_v2_0202920/Me1_v2_0070300/Me1_v2_0066240/Me1_v2_0168740/Me1_v2_0146710/Me1_v2_0204590/Me1_v2_0061590/Me1_v2_0147340/Me1_v2_0157570/Me1_v2_0053130"
"GO:0098687","GO:0098687","chromosomal region",63,0.525703460283998,1.92643425690418,0.000181731043823942,0.00404751380804684,0.00338058000679653,1430,"tags=21%, list=8%, signal=19%","Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0197210/Me1_v2_0049230/Me1_v2_0092630/Me1_v2_0092640/Me1_v2_0030690/Me1_v2_0212290/Me1_v2_0065690/Me1_v2_0146380/Me1_v2_0051720/Me1_v2_0218700/Me1_v2_0023820"
"GO:0030515","GO:0030515","snoRNA binding",25,0.690955298853208,2.04273763166671,0.000184268424963797,0.0040714547230096,0.00340057602961593,3023,"tags=60%, list=17%, signal=50%","Me1_v2_0173910/Me1_v2_0014410/Me1_v2_0044980/Me1_v2_0006500/Me1_v2_0060720/Me1_v2_0060710/Me1_v2_0127840/Me1_v2_0033080/Me1_v2_0199170/Me1_v2_0163100/Me1_v2_0025710/Me1_v2_0199770/Me1_v2_0054120/Me1_v2_0199160/Me1_v2_0066590"
"GO:0098869","GO:0098869","cellular oxidant detoxification",42,-0.625638267403883,-1.90113356298967,0.00021808927032055,0.00478079156356228,0.00399303106620882,3753,"tags=48%, list=21%, signal=38%","Me1_v2_0200870/Me1_v2_0035950/Me1_v2_0090290/Me1_v2_0215140/Me1_v2_0116120/Me1_v2_0203040/Me1_v2_0067560/Me1_v2_0108320/Me1_v2_0109190/Me1_v2_0035900/Me1_v2_0229810/Me1_v2_0226620/Me1_v2_0218050/Me1_v2_0227320/Me1_v2_0073890/Me1_v2_0080930/Me1_v2_0134740/Me1_v2_0153960/Me1_v2_0065120/Me1_v2_0166130"
"GO:0015297","GO:0015297","antiporter activity",38,0.600832238119282,1.97359908114938,0.000224908108733148,0.00485383081172934,0.00405403518720134,4190,"tags=58%, list=23%, signal=44%","Me1_v2_0084450/Me1_v2_0054010/Me1_v2_0223490/Me1_v2_0099180/Me1_v2_0026290/Me1_v2_0064720/Me1_v2_0130420/Me1_v2_0033750/Me1_v2_0122540/Me1_v2_0155830/Me1_v2_0101470/Me1_v2_0034250/Me1_v2_0015190/Me1_v2_0192250/Me1_v2_0141360/Me1_v2_0130920/Me1_v2_0192450/Me1_v2_0010050/Me1_v2_0022610/Me1_v2_0153350/Me1_v2_0031790/Me1_v2_0079040"
"GO:0005811","GO:0005811","lipid droplet",20,-0.751858890744301,-1.94533694642664,0.0002235162394198,0.00485383081172934,0.00405403518720134,1645,"tags=45%, list=9%, signal=41%","Me1_v2_0056100/Me1_v2_0025690/Me1_v2_0096780/Me1_v2_0027320/Me1_v2_0060660/Me1_v2_0096800/Me1_v2_0096810/Me1_v2_0181840/Me1_v2_0192480"
"GO:0005777","GO:0005777","peroxisome",138,-0.454746459273871,-1.68424191278308,0.000265649168577709,0.00564555179633848,0.00471529942457339,2285,"tags=24%, list=13%, signal=21%","Me1_v2_0148860/Me1_v2_0226240/Me1_v2_0066290/Me1_v2_0085360/Me1_v2_0029610/Me1_v2_0226620/Me1_v2_0157670/Me1_v2_0061030/Me1_v2_0232560/Me1_v2_0171180/Me1_v2_0172220/Me1_v2_0231590/Me1_v2_0086260/Me1_v2_0080930/Me1_v2_0031820/Me1_v2_0171170/Me1_v2_0233730/Me1_v2_0124950/Me1_v2_0107080/Me1_v2_0088910/Me1_v2_0216780/Me1_v2_0025440/Me1_v2_0172230/Me1_v2_0007420/Me1_v2_0094380/Me1_v2_0228210/Me1_v2_0078830/Me1_v2_0055530/Me1_v2_0061830/Me1_v2_0072050/Me1_v2_0190930/Me1_v2_0133400/Me1_v2_0210340"
