"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030135","GO:0030135","coated vesicle","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0156250",1
"GO:0043069","GO:0043069","negative regulation of programmed cell death","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0145620",1
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0197210",1
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0122720",1
"GO:0070918","GO:0070918","primary sncRNA processing","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0162210",1
"GO:1902532","GO:1902532","negative regulation of intracellular signal transduction","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0100110",1
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","1/446","29/5408",0.918145820034803,1,0.949700019903893,"Me1_v2_0122720",1
"GO:0016311","GO:0016311","dephosphorylation","6/446","114/5408",0.918162936010339,1,0.949700019903893,"Me1_v2_0188340/Me1_v2_0144100/Me1_v2_0232170/Me1_v2_0096040/Me1_v2_0206820/Me1_v2_0224120",6
"GO:0022626","GO:0022626","cytosolic ribosome","6/446","114/5408",0.918162936010339,1,0.949700019903893,"Me1_v2_0040250/Me1_v2_0085320/Me1_v2_0188340/Me1_v2_0222850/Me1_v2_0050320/Me1_v2_0127890",6
"GO:0010054","GO:0010054","trichoblast differentiation","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0072240",2
"GO:0016407","GO:0016407","acetyltransferase activity","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0207400/Me1_v2_0001920",2
"GO:0016810","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0205230/Me1_v2_0219920",2
"GO:0034504","GO:0034504","protein localization to nucleus","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0030690/Me1_v2_0212290",2
"GO:0043094","GO:0043094","cellular metabolic compound salvage","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0038880/Me1_v2_0158220",2
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0207400/Me1_v2_0234360",2
"GO:0051604","GO:0051604","protein maturation","2/446","49/5408",0.921291326024604,1,0.949700019903893,"Me1_v2_0216780/Me1_v2_0125100",2
"GO:0044265","GO:0044265","cellular macromolecule catabolic process","14/446","233/5408",0.923237790023846,1,0.949700019903893,"Me1_v2_0067060/Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0128130/Me1_v2_0081590/Me1_v2_0185560/Me1_v2_0084470/Me1_v2_0185570/Me1_v2_0149680/Me1_v2_0224050/Me1_v2_0207950/Me1_v2_0199630/Me1_v2_0233730/Me1_v2_0205640",14
"GO:0048588","GO:0048588","developmental cell growth","3/446","67/5408",0.923372839784456,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0072240/Me1_v2_0163120",3
"GO:0009826","GO:0009826","unidimensional cell growth","4/446","84/5408",0.924839128684811,1,0.949700019903893,"Me1_v2_0157090/Me1_v2_0109700/Me1_v2_0163120/Me1_v2_0217170",4
"GO:0015931","GO:0015931","nucleobase-containing compound transport","4/446","84/5408",0.924839128684811,1,0.949700019903893,"Me1_v2_0154240/Me1_v2_0228210/Me1_v2_0165050/Me1_v2_0223490",4
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0190140",1
"GO:0010431","GO:0010431","seed maturation","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0225280",1
"GO:0019751","GO:0019751","polyol metabolic process","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0211820",1
"GO:0043269","GO:0043269","regulation of ion transport","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0063070",1
"GO:0045036","GO:0045036","protein targeting to chloroplast","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0071359","GO:0071359","cellular response to dsRNA","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0162210",1
"GO:0072596","GO:0072596","establishment of protein localization to chloroplast","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0072665","GO:0072665","protein localization to vacuole","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0149680",1
"GO:0072666","GO:0072666","establishment of protein localization to vacuole","1/446","30/5408",0.92493276263835,1,0.949700019903893,"Me1_v2_0149680",1
"GO:0008324","GO:0008324","cation transmembrane transporter activity","6/446","116/5408",0.925723907159772,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0140510/Me1_v2_0123370/Me1_v2_0106340/Me1_v2_0109640/Me1_v2_0169500",6
"GO:0019900","GO:0019900","kinase binding","2/446","50/5408",0.926627301991366,1,0.949700019903893,"Me1_v2_0080180/Me1_v2_0179730",2
"GO:0019637","GO:0019637","organophosphate metabolic process","16/446","263/5408",0.927634228875042,1,0.949700019903893,"Me1_v2_0199720/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0227980/Me1_v2_0167270/Me1_v2_0036840/Me1_v2_0102400/Me1_v2_0057110/Me1_v2_0135700/Me1_v2_0232170/Me1_v2_0137350/Me1_v2_0082220/Me1_v2_0163300/Me1_v2_0211820/Me1_v2_0163120/Me1_v2_0168570",16
"GO:0071669","GO:0071669","plant-type cell wall organization or biogenesis","3/446","68/5408",0.927961863323331,1,0.949700019903893,"Me1_v2_0204130/Me1_v2_0223600/Me1_v2_0146380",3
"GO:0090501","GO:0090501","RNA phosphodiester bond hydrolysis","3/446","68/5408",0.927961863323331,1,0.949700019903893,"Me1_v2_0024330/Me1_v2_0083840/Me1_v2_0068970",3
"GO:0042803","GO:0042803","protein homodimerization activity","5/446","101/5408",0.928326038474779,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0221950/Me1_v2_0193030",5
"GO:0098796","GO:0098796","membrane protein complex","12/446","207/5408",0.930470859450788,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0227980/Me1_v2_0073130/Me1_v2_0111850/Me1_v2_0149680/Me1_v2_0184520/Me1_v2_0202920/Me1_v2_0070300/Me1_v2_0168570",12
"GO:0003713","GO:0003713","transcription coactivator activity","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0234290",1
"GO:0009630","GO:0009630","gravitropism","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0156250",1
"GO:0009739","GO:0009739","response to gibberellin","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0124780",1
"GO:0009756","GO:0009756","carbohydrate mediated signaling","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0100110",1
"GO:0010182","GO:0010182","sugar mediated signaling pathway","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0100110",1
"GO:0022604","GO:0022604","regulation of cell morphogenesis","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0161260",1
"GO:0033674","GO:0033674","positive regulation of kinase activity","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0197210",1
"GO:0043331","GO:0043331","response to dsRNA","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0162210",1
"GO:0044247","GO:0044247","cellular polysaccharide catabolic process","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0099360",1
"GO:0046165","GO:0046165","alcohol biosynthetic process","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0211820",1
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0121180",1
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","1/446","31/5408",0.931158122969941,1,0.949700019903893,"Me1_v2_0122720",1
"GO:0042393","GO:0042393","histone binding","2/446","51/5408",0.931620976508333,1,0.949700019903893,"Me1_v2_0185560/Me1_v2_0185570",2
"GO:0048469","GO:0048469","cell maturation","2/446","51/5408",0.931620976508333,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0072240",2
"GO:0000281","GO:0000281","mitotic cytokinesis","3/446","69/5408",0.932297711928346,1,0.949700019903893,"Me1_v2_0070720/Me1_v2_0109700/Me1_v2_0192840",3
"GO:0007399","GO:0007399","nervous system development","2/446","52/5408",0.936292359999073,1,0.949700019903893,"Me1_v2_0080180/Me1_v2_0192840",2
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process","18/446","295/5408",0.93645022428555,1,0.949700019903893,"Me1_v2_0199720/Me1_v2_0155600/Me1_v2_0039210/Me1_v2_0199730/Me1_v2_0110860/Me1_v2_0036840/Me1_v2_0157090/Me1_v2_0204130/Me1_v2_0223690/Me1_v2_0201430/Me1_v2_0191160/Me1_v2_0135700/Me1_v2_0137350/Me1_v2_0075400/Me1_v2_0075340/Me1_v2_0119630/Me1_v2_0099360/Me1_v2_0168570",18
"GO:0040007","GO:0040007","growth","10/446","180/5408",0.936519834910438,1,0.949700019903893,"Me1_v2_0082740/Me1_v2_0148440/Me1_v2_0080180/Me1_v2_0157090/Me1_v2_0216780/Me1_v2_0109700/Me1_v2_0121180/Me1_v2_0072240/Me1_v2_0163120/Me1_v2_0217170",10
"GO:0010243","GO:0010243","response to organonitrogen compound","4/446","87/5408",0.936562291611934,1,0.949700019903893,"Me1_v2_0131850/Me1_v2_0082010/Me1_v2_0218810/Me1_v2_0205640",4
"GO:0008276","GO:0008276","protein methyltransferase activity","1/446","32/5408",0.936868273082533,1,0.949700019903893,"Me1_v2_0157100",1
"GO:0016236","GO:0016236","macroautophagy","1/446","32/5408",0.936868273082533,1,0.949700019903893,"Me1_v2_0059000",1
"GO:0072598","GO:0072598","protein localization to chloroplast","1/446","32/5408",0.936868273082533,1,0.949700019903893,"Me1_v2_0185800",1
"GO:0065009","GO:0065009","regulation of molecular function","14/446","239/5408",0.938210106723845,1,0.949700019903893,"Me1_v2_0063070/Me1_v2_0220890/Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0089480/Me1_v2_0064660/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270/Me1_v2_0030690/Me1_v2_0234290/Me1_v2_0212290",14
"GO:0017111","GO:0017111","nucleoside-triphosphatase activity","20/446","324/5408",0.938498819223161,1,0.949700019903893,"Me1_v2_0088010/Me1_v2_0098780/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0076880/Me1_v2_0197210/Me1_v2_0076660/Me1_v2_0070720/Me1_v2_0177450/Me1_v2_0124780/Me1_v2_0177460/Me1_v2_0202750/Me1_v2_0234230/Me1_v2_0108810/Me1_v2_0029520/Me1_v2_0207950/Me1_v2_0146380/Me1_v2_0106680/Me1_v2_0226090",20
"GO:0009733","GO:0009733","response to auxin","4/446","88/5408",0.940085629901888,1,0.949700019903893,"Me1_v2_0109090/Me1_v2_0223600/Me1_v2_0124780/Me1_v2_0199630",4
"GO:0010941","GO:0010941","regulation of cell death","4/446","88/5408",0.940085629901888,1,0.949700019903893,"Me1_v2_0082010/Me1_v2_0189820/Me1_v2_0145620/Me1_v2_0234290",4
"GO:0042995","GO:0042995","cell projection","3/446","71/5408",0.940257873852841,1,0.949700019903893,"Me1_v2_0183870/Me1_v2_0106340/Me1_v2_0181450",3
"GO:0120025","GO:0120025","plasma membrane bounded cell projection","3/446","71/5408",0.940257873852841,1,0.949700019903893,"Me1_v2_0183870/Me1_v2_0106340/Me1_v2_0181450",3
"GO:0050793","GO:0050793","regulation of developmental process","20/446","325/5408",0.940452802007647,1,0.949700019903893,"Me1_v2_0080920/Me1_v2_0161260/Me1_v2_0110920/Me1_v2_0071760/Me1_v2_0050210/Me1_v2_0135890/Me1_v2_0175940/Me1_v2_0228930/Me1_v2_0195300/Me1_v2_0207470/Me1_v2_0092970/Me1_v2_0171870/Me1_v2_0051870/Me1_v2_0124780/Me1_v2_0145620/Me1_v2_0100110/Me1_v2_0192840/Me1_v2_0096040/Me1_v2_0199630/Me1_v2_0064410",20
"GO:0048869","GO:0048869","cellular developmental process","21/446","339/5408",0.940558325819933,1,0.949700019903893,"Me1_v2_0107720/Me1_v2_0148440/Me1_v2_0183870/Me1_v2_0110920/Me1_v2_0142810/Me1_v2_0129030/Me1_v2_0080180/Me1_v2_0124750/Me1_v2_0124740/Me1_v2_0035570/Me1_v2_0090040/Me1_v2_0157090/Me1_v2_0097120/Me1_v2_0109700/Me1_v2_0124780/Me1_v2_0192840/Me1_v2_0082220/Me1_v2_0072240/Me1_v2_0163120/Me1_v2_0146380/Me1_v2_0217170",21
"GO:0000160","GO:0000160","phosphorelay signal transduction system","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0191160",1
"GO:0006897","GO:0006897","endocytosis","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0081590",1
"GO:0007015","GO:0007015","actin filament organization","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0019843","GO:0019843","rRNA binding","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0040030",1
"GO:0031348","GO:0031348","negative regulation of defense response","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0096040",1
"GO:0046034","GO:0046034","ATP metabolic process","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0048699","GO:0048699","generation of neurons","1/446","33/5408",0.942105763820105,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0005840","GO:0005840","ribosome","7/446","137/5408",0.942969579609371,1,0.949700019903893,"Me1_v2_0040030/Me1_v2_0040250/Me1_v2_0085320/Me1_v2_0188340/Me1_v2_0222850/Me1_v2_0050320/Me1_v2_0127890",7
"GO:0071554","GO:0071554","cell wall organization or biogenesis","7/446","137/5408",0.942969579609371,1,0.949700019903893,"Me1_v2_0082740/Me1_v2_0204130/Me1_v2_0223600/Me1_v2_0212930/Me1_v2_0072240/Me1_v2_0193030/Me1_v2_0146380",7
"GO:0000785","GO:0000785","chromatin","4/446","89/5408",0.94343026123249,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0142810/Me1_v2_0234290",4
"GO:0017038","GO:0017038","protein import","4/446","89/5408",0.94343026123249,1,0.949700019903893,"Me1_v2_0076880/Me1_v2_0128150/Me1_v2_0216780/Me1_v2_0185800",4
"GO:0055065","GO:0055065","metal ion homeostasis","3/446","72/5408",0.943905154313431,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0124780/Me1_v2_0140790",3
"GO:0003697","GO:0003697","single-stranded DNA binding","2/446","54/5408",0.944743500080838,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700",2
"GO:0048509","GO:0048509","regulation of meristem development","2/446","54/5408",0.944743500080838,1,0.949700019903893,"Me1_v2_0050210/Me1_v2_0100110",2
"GO:0051130","GO:0051130","positive regulation of cellular component organization","4/446","90/5408",0.946603937135335,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0051870/Me1_v2_0109700",4
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0057470",1
"GO:0000932","GO:0000932","P-body","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0224050",1
"GO:0002831","GO:0002831","regulation of response to biotic stimulus","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0096040",1
"GO:0003755","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0057470",1
"GO:0005815","GO:0005815","microtubule organizing center","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0156250",1
"GO:0006275","GO:0006275","regulation of DNA replication","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0121180",1
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0137350",1
"GO:0009629","GO:0009629","response to gravity","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0156250",1
"GO:0015629","GO:0015629","actin cytoskeleton","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0051050","GO:0051050","positive regulation of transport","1/446","34/5408",0.946909639045451,1,0.949700019903893,"Me1_v2_0080180",1
"GO:0098655","GO:0098655","cation transmembrane transport","6/446","123/5408",0.947572258901719,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0140510/Me1_v2_0123370/Me1_v2_0106340/Me1_v2_0109640/Me1_v2_0169500",6
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","7/446","139/5408",0.948184094565263,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0159260/Me1_v2_0145620/Me1_v2_0235280/Me1_v2_0199630/Me1_v2_0205640",7
"GO:0008237","GO:0008237","metallopeptidase activity","2/446","55/5408",0.948558552234099,1,0.949700019903893,"Me1_v2_0235280/Me1_v2_0125100",2
"GO:0009527","GO:0009527","plastid outer membrane","1/446","35/5408",0.951315724081872,1,0.949700019903893,"Me1_v2_0064410",1
"GO:0043484","GO:0043484","regulation of RNA splicing","1/446","35/5408",0.951315724081872,1,0.949700019903893,"Me1_v2_0234290",1
"GO:0010053","GO:0010053","root epidermal cell differentiation","2/446","56/5408",0.952121957337916,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0072240",2
"GO:0030684","GO:0030684","preribosome","2/446","56/5408",0.952121957337916,1,0.949700019903893,"Me1_v2_0234290/Me1_v2_0176570",2
"GO:0031047","GO:0031047","gene silencing by RNA","2/446","56/5408",0.952121957337916,1,0.949700019903893,"Me1_v2_0162210/Me1_v2_0069050",2
"GO:0048868","GO:0048868","pollen tube development","2/446","56/5408",0.952121957337916,1,0.949700019903893,"Me1_v2_0166780/Me1_v2_0163120",2
"GO:0004386","GO:0004386","helicase activity","4/446","92/5408",0.952468269027043,1,0.949700019903893,"Me1_v2_0202750/Me1_v2_0108810/Me1_v2_0029520/Me1_v2_0226090",4
"GO:0006644","GO:0006644","phospholipid metabolic process","4/446","92/5408",0.952468269027043,1,0.949700019903893,"Me1_v2_0232170/Me1_v2_0082220/Me1_v2_0163300/Me1_v2_0163120",4
"GO:0061024","GO:0061024","membrane organization","5/446","109/5408",0.953233101062078,1,0.949700019903893,"Me1_v2_0107720/Me1_v2_0183870/Me1_v2_0061870/Me1_v2_0082220/Me1_v2_0061860",5
"GO:0098588","GO:0098588","bounding membrane of organelle","30/446","471/5408",0.953252581292247,1,0.949700019903893,"Me1_v2_0224350/Me1_v2_0114600/Me1_v2_0162900/Me1_v2_0075470/Me1_v2_0190750/Me1_v2_0155120/Me1_v2_0073100/Me1_v2_0072050/Me1_v2_0193540/Me1_v2_0055530/Me1_v2_0073130/Me1_v2_0076880/Me1_v2_0228210/Me1_v2_0156250/Me1_v2_0099170/Me1_v2_0165050/Me1_v2_0114060/Me1_v2_0061870/Me1_v2_0106340/Me1_v2_0201430/Me1_v2_0151580/Me1_v2_0149680/Me1_v2_0082220/Me1_v2_0179730/Me1_v2_0061860/Me1_v2_0184520/Me1_v2_0072240/Me1_v2_0196170/Me1_v2_0064410/Me1_v2_0122720",30
"GO:0016052","GO:0016052","carbohydrate catabolic process","3/446","75/5408",0.953644927050843,1,0.949700019903893,"Me1_v2_0133170/Me1_v2_0143900/Me1_v2_0099360",3
"GO:0006812","GO:0006812","cation transport","7/446","142/5408",0.955211797946568,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0140510/Me1_v2_0123370/Me1_v2_0106340/Me1_v2_0050690/Me1_v2_0109640/Me1_v2_0169500",7
"GO:1901698","GO:1901698","response to nitrogen compound","7/446","142/5408",0.955211797946568,1,0.949700019903893,"Me1_v2_0131850/Me1_v2_0162900/Me1_v2_0162210/Me1_v2_0082010/Me1_v2_0191160/Me1_v2_0218810/Me1_v2_0205640",7
"GO:0005746","GO:0005746","mitochondrial respirasome","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0009860","GO:0009860","pollen tube growth","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0163120",1
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0217170",1
"GO:0070469","GO:0070469","respirasome","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0137350",1
"GO:0098803","GO:0098803","respiratory chain complex","1/446","36/5408",0.955356890480436,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0051246","GO:0051246","regulation of protein metabolic process","13/446","233/5408",0.955371265826172,1,0.949700019903893,"Me1_v2_0089480/Me1_v2_0064660/Me1_v2_0080180/Me1_v2_0197210/Me1_v2_0083500/Me1_v2_0185560/Me1_v2_0185570/Me1_v2_0065270/Me1_v2_0030690/Me1_v2_0192840/Me1_v2_0212290/Me1_v2_0070300/Me1_v2_0122720",13
"GO:0006066","GO:0006066","alcohol metabolic process","2/446","57/5408",0.955449157928941,1,0.949700019903893,"Me1_v2_0096330/Me1_v2_0211820",2
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process","2/446","57/5408",0.955449157928941,1,0.949700019903893,"Me1_v2_0137350/Me1_v2_0168570",2
"GO:0061630","GO:0061630","ubiquitin protein ligase activity","3/446","76/5408",0.95652430782678,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0205640",3
"GO:0071103","GO:0071103","DNA conformation change","3/446","76/5408",0.95652430782678,1,0.949700019903893,"Me1_v2_0041660/Me1_v2_0219700/Me1_v2_0068080",3
"GO:0006511","GO:0006511","ubiquitin-dependent protein catabolic process","6/446","127/5408",0.957292370708995,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0084470/Me1_v2_0149680/Me1_v2_0199630/Me1_v2_0205640",6
"GO:0048589","GO:0048589","developmental growth","7/446","143/5408",0.957357174261018,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0080180/Me1_v2_0157090/Me1_v2_0109700/Me1_v2_0072240/Me1_v2_0163120/Me1_v2_0217170",7
"GO:0048584","GO:0048584","positive regulation of response to stimulus","8/446","159/5408",0.957998485994149,1,0.949700019903893,"Me1_v2_0072050/Me1_v2_0149640/Me1_v2_0124780/Me1_v2_0191160/Me1_v2_0103310/Me1_v2_0061010/Me1_v2_0079450/Me1_v2_0189010",8
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0197210",1
"GO:0008170","GO:0008170","N-methyltransferase activity","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0163120",1
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0016859","GO:0016859","cis-trans isomerase activity","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0057470",1
"GO:0022008","GO:0022008","neurogenesis","1/446","37/5408",0.959063299051867,1,0.949700019903893,"Me1_v2_0192840",1
"GO:0048831","GO:0048831","regulation of shoot system development","4/446","95/5408",0.960162987371254,1,0.949700019903893,"Me1_v2_0175940/Me1_v2_0051870/Me1_v2_0124780/Me1_v2_0096040",4
"GO:0098662","GO:0098662","inorganic cation transmembrane transport","4/446","95/5408",0.960162987371254,1,0.949700019903893,"Me1_v2_0062260/Me1_v2_0123370/Me1_v2_0106340/Me1_v2_0169500",4
"GO:0045595","GO:0045595","regulation of cell differentiation","2/446","59/5408",0.961452604065743,1,0.949700019903893,"Me1_v2_0161260/Me1_v2_0192840",2
"GO:0090627","GO:0090627","plant epidermal cell differentiation","2/446","59/5408",0.961452604065743,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0072240",2
"GO:0090698","GO:0090698","post-embryonic plant morphogenesis","2/446","59/5408",0.961452604065743,1,0.949700019903893,"Me1_v2_0109090/Me1_v2_0199630",2
"GO:0009908","GO:0009908","flower development","6/446","129/5408",0.961513945229221,1,0.949700019903893,"Me1_v2_0166780/Me1_v2_0064300/Me1_v2_0215170/Me1_v2_0215180/Me1_v2_0122130/Me1_v2_0057470",6
"GO:0019941","GO:0019941","modification-dependent protein catabolic process","6/446","129/5408",0.961513945229221,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0084470/Me1_v2_0149680/Me1_v2_0199630/Me1_v2_0205640",6
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","6/446","129/5408",0.961513945229221,1,0.949700019903893,"Me1_v2_0188340/Me1_v2_0144100/Me1_v2_0232170/Me1_v2_0096040/Me1_v2_0206820/Me1_v2_0224120",6
"GO:0021700","GO:0021700","developmental maturation","4/446","96/5408",0.962460649215997,1,0.949700019903893,"Me1_v2_0148440/Me1_v2_0225280/Me1_v2_0149640/Me1_v2_0072240",4
"GO:0032270","GO:0032270","positive regulation of cellular protein metabolic process","4/446","96/5408",0.962460649215997,1,0.949700019903893,"Me1_v2_0197210/Me1_v2_0083500/Me1_v2_0185560/Me1_v2_0185570",4
"GO:0000976","GO:0000976","transcription cis-regulatory region binding","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0190140",1
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0168570",1
"GO:0010090","GO:0010090","trichome morphogenesis","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0146380",1
"GO:0010150","GO:0010150","leaf senescence","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0230690",1
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0176570",1
"GO:0060548","GO:0060548","negative regulation of cell death","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0145620",1
"GO:0090693","GO:0090693","plant organ senescence","1/446","38/5408",0.962462622943669,1,0.949700019903893,"Me1_v2_0230690",1
"GO:0004842","GO:0004842","ubiquitin-protein transferase activity","6/446","130/5408",0.963479358318066,1,0.949700019903893,"Me1_v2_0234360/Me1_v2_0082010/Me1_v2_0159260/Me1_v2_0145620/Me1_v2_0199630/Me1_v2_0205640",6
"GO:0046983","GO:0046983","protein dimerization activity","5/446","114/5408",0.964506439418364,1,0.949700019903893,"Me1_v2_0064660/Me1_v2_0206010/Me1_v2_0124530/Me1_v2_0221950/Me1_v2_0193030",5
