term	name
GO:0006448	regulation of translational elongation
GO:0017182	peptidyl-diphthamide metabolic process
GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
GO:1900247	regulation of cytoplasmic translational elongation
GO:2000765	regulation of cytoplasmic translation
GO:0045723	positive regulation of fatty acid biosynthetic process
GO:0071559	response to transforming growth factor beta
GO:0071560	cellular response to transforming growth factor beta stimulus
GO:0047325	inositol tetrakisphosphate 1-kinase activity
GO:0051766	inositol trisphosphate kinase activity
GO:0052725	inositol-1,3,4-trisphosphate 6-kinase activity
GO:0052726	inositol-1,3,4-trisphosphate 5-kinase activity
GO:0004611	phosphoenolpyruvate carboxykinase activity
GO:0008964	phosphoenolpyruvate carboxylase activity
GO:0045836	positive regulation of meiotic nuclear division
GO:0051446	positive regulation of meiotic cell cycle
GO:0015741	fumarate transport
GO:0090156	cellular sphingolipid homeostasis
GO:0002206	gene conversion of immunoglobulin genes
GO:0002565	somatic diversification of immune receptors via gene conversion
GO:0016444	somatic cell DNA recombination
GO:0017125	deoxycytidyl transferase activity
GO:0032042	mitochondrial DNA metabolic process
GO:0043504	mitochondrial DNA repair
GO:1902182	shoot apical meristem development
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity
GO:0080151	positive regulation of salicylic acid mediated signaling pathway
GO:0006337	nucleosome disassembly
GO:0032986	protein-DNA complex disassembly
GO:0031145	anaphase-promoting complex-dependent catabolic process
GO:0070979	protein K11-linked ubiquitination
GO:1904668	positive regulation of ubiquitin protein ligase activity
GO:0046863	ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity
GO:0010217	cellular aluminum ion homeostasis
GO:0015083	aluminum ion transmembrane transporter activity
GO:0055079	aluminum ion homeostasis
GO:1902602	aluminum ion transmembrane transport
GO:0052793	pectin acetylesterase activity
GO:0004000	adenosine deaminase activity
GO:0008251	tRNA-specific adenosine deaminase activity
GO:0004856	xylulokinase activity
GO:0005997	xylulose metabolic process
GO:0004867	serine-type endopeptidase inhibitor activity
GO:0009301	snRNA transcription
GO:0009945	radial axis specification
GO:0009956	radial pattern formation
GO:0043696	dedifferentiation
GO:0043697	cell dedifferentiation
GO:0060184	cell cycle switching
GO:0016576	histone dephosphorylation
GO:0030946	protein tyrosine phosphatase activity, metal-dependent
GO:0031262	Ndc80 complex
GO:0031617	NMS complex
GO:0035974	meiotic spindle pole body
GO:0006569	tryptophan catabolic process
GO:0016212	kynurenine-oxoglutarate transaminase activity
GO:0036137	kynurenine aminotransferase activity
GO:0046218	indolalkylamine catabolic process
GO:0047312	L-phenylalanine:pyruvate aminotransferase activity
GO:0047804	cysteine-S-conjugate beta-lyase activity
GO:0047945	L-glutamine:pyruvate aminotransferase activity
GO:0070189	kynurenine metabolic process
GO:0070546	L-phenylalanine aminotransferase activity
GO:0097052	L-kynurenine metabolic process
GO:0000099	sulfur amino acid transmembrane transporter activity
GO:0000101	sulfur amino acid transport
GO:0015184	L-cystine transmembrane transporter activity
GO:0015811	L-cystine transport
GO:0060236	regulation of mitotic spindle organization
GO:0090224	regulation of spindle organization
GO:0000408	EKC/KEOPS complex
GO:0002949	tRNA threonylcarbamoyladenosine modification
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0004123	cystathionine gamma-lyase activity
GO:0009068	aspartate family amino acid catabolic process
GO:0009087	methionine catabolic process
GO:0009970	cellular response to sulfate starvation
GO:0018826	methionine gamma-lyase activity
GO:0019343	cysteine biosynthetic process via cystathionine
GO:0019346	transsulfuration
GO:0019458	methionine catabolic process via 2-oxobutanoate
GO:0050667	homocysteine metabolic process
GO:0071265	L-methionine biosynthetic process
GO:0071266	'de novo' L-methionine biosynthetic process
GO:0006063	uronic acid metabolic process
GO:0019586	galacturonate metabolic process
GO:0033481	galacturonate biosynthetic process
GO:0050378	UDP-glucuronate 4-epimerase activity
GO:0050829	defense response to Gram-negative bacterium
GO:1904216	positive regulation of protein import into chloroplast stroma
GO:1904591	positive regulation of protein import
GO:0003836	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity
GO:0008373	sialyltransferase activity
GO:0030259	lipid glycosylation
GO:0047288	monosialoganglioside sialyltransferase activity
GO:0097503	sialylation
GO:1990743	protein sialylation
GO:0007405	neuroblast proliferation
GO:0061351	neural precursor cell proliferation
GO:0072089	stem cell proliferation
GO:0000147	actin cortical patch assembly
GO:0030866	cortical actin cytoskeleton organization
GO:0044396	actin cortical patch organization
GO:0009625	response to insect
GO:0009690	cytokinin metabolic process
GO:0009727	detection of ethylene stimulus
GO:0038199	ethylene receptor activity
GO:0010285	L,L-diaminopimelate aminotransferase activity
GO:0009360	DNA polymerase III complex
GO:0001731	formation of translation preinitiation complex
GO:0002188	translation reinitiation
GO:0002190	cap-independent translational initiation
GO:0002192	IRES-dependent translational initiation of linear mRNA
GO:0070992	translation initiation complex
GO:0110017	cap-independent translational initiation of linear mRNA
GO:0006983	ER overload response
GO:0006984	ER-nucleus signaling pathway
GO:0034263	positive regulation of autophagy in response to ER overload
GO:0036290	protein trans-autophosphorylation
GO:0019788	NEDD8 transferase activity
GO:0001947	heart looping
GO:0003143	embryonic heart tube morphogenesis
GO:0003341	cilium movement
GO:0003352	regulation of cilium movement
GO:0003356	regulation of cilium beat frequency
GO:0007368	determination of left/right symmetry
GO:0031016	pancreas development
GO:0035050	embryonic heart tube development
GO:0035469	determination of pancreatic left/right asymmetry
GO:0036158	outer dynein arm assembly
GO:0036159	inner dynein arm assembly
GO:0044458	motile cilium assembly
GO:0060972	left/right pattern formation
GO:0061371	determination of heart left/right asymmetry
GO:0070286	axonemal dynein complex assembly
GO:0071907	determination of digestive tract left/right asymmetry
GO:0071910	determination of liver left/right asymmetry
GO:0070651	nonfunctional rRNA decay
GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
GO:0010201	response to continuous far red light stimulus by the high-irradiance response system
GO:0000242	pericentriolar material
GO:0005814	centriole
GO:0005828	kinetochore microtubule
GO:0036064	ciliary basal body
GO:0071539	protein localization to centrosome
GO:1905508	protein localization to microtubule organizing center
GO:2000694	regulation of phragmoplast microtubule organization
GO:0080124	pheophytinase activity
GO:0008780	acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0019720	Mo-molybdopterin cofactor metabolic process
GO:0000053	argininosuccinate metabolic process
GO:0004055	argininosuccinate synthase activity
GO:0000110	nucleotide-excision repair factor 1 complex
GO:0005262	calcium channel activity
GO:0032469	endoplasmic reticulum calcium ion homeostasis
GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration
GO:0035584	calcium-mediated signaling using intracellular calcium source
GO:0042287	MHC protein binding
GO:0042288	MHC class I protein binding
GO:0051560	mitochondrial calcium ion homeostasis
GO:0051561	positive regulation of mitochondrial calcium ion concentration
GO:0070973	protein localization to endoplasmic reticulum exit site
GO:0097038	perinuclear endoplasmic reticulum
GO:1903069	regulation of ER-associated ubiquitin-dependent protein catabolic process
GO:1903071	positive regulation of ER-associated ubiquitin-dependent protein catabolic process
GO:1904152	regulation of retrograde protein transport, ER to cytosol
GO:1904154	positive regulation of retrograde protein transport, ER to cytosol
GO:1904292	regulation of ERAD pathway
GO:1904294	positive regulation of ERAD pathway
GO:1905897	regulation of response to endoplasmic reticulum stress
GO:1905898	positive regulation of response to endoplasmic reticulum stress
GO:0007009	plasma membrane organization
GO:0031437	regulation of mRNA cleavage
GO:0031439	positive regulation of mRNA cleavage
GO:0031442	positive regulation of mRNA 3'-end processing
GO:0042382	paraspeckles
GO:0051290	protein heterotetramerization
GO:0110104	mRNA alternative polyadenylation
GO:1900365	positive regulation of mRNA polyadenylation
GO:1901532	regulation of hematopoietic progenitor cell differentiation
GO:1901534	positive regulation of hematopoietic progenitor cell differentiation
GO:1903708	positive regulation of hemopoiesis
GO:1905456	regulation of lymphoid progenitor cell differentiation
GO:1905458	positive regulation of lymphoid progenitor cell differentiation
GO:1990120	messenger ribonucleoprotein complex assembly
GO:2000736	regulation of stem cell differentiation
GO:2000738	positive regulation of stem cell differentiation
GO:2000973	regulation of pro-B cell differentiation
GO:2000975	positive regulation of pro-B cell differentiation
GO:0000171	ribonuclease MRP activity
GO:0000172	ribonuclease MRP complex
GO:0001682	tRNA 5'-leader removal
GO:0004526	ribonuclease P activity
GO:0016078	tRNA catabolic process
GO:0099116	tRNA 5'-end processing
GO:0042597	periplasmic space
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0030201	heparan sulfate proteoglycan metabolic process
GO:0010005	cortical microtubule, transverse to long axis
GO:0004121	cystathionine beta-lyase activity
GO:0019279	L-methionine biosynthetic process from L-homoserine via cystathionine
GO:0004828	serine-tRNA ligase activity
GO:0006434	seryl-tRNA aminoacylation
GO:0006882	cellular zinc ion homeostasis
GO:0008614	pyridoxine metabolic process
GO:1903600	glutaminase complex
GO:0004657	proline dehydrogenase activity
GO:0009595	detection of biotic stimulus
GO:0016045	detection of bacterium
GO:0098543	detection of other organism
GO:0098581	detection of external biotic stimulus
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
GO:0006909	phagocytosis
GO:0006911	phagocytosis, engulfment
GO:0010324	membrane invagination
GO:0030027	lamellipodium
GO:0030175	filopodium
GO:0031143	pseudopodium
GO:0043327	chemotaxis to cAMP
GO:0051233	spindle midzone
GO:0061851	leading edge of lamellipodium
GO:0098858	actin-based cell projection
GO:0099024	plasma membrane invagination
GO:0008476	protein-tyrosine sulfotransferase activity
GO:0010366	negative regulation of ethylene biosynthetic process
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification
GO:0017095	heparan sulfate 6-O-sulfotransferase activity
GO:0031336	negative regulation of sulfur amino acid metabolic process
GO:0033239	negative regulation of cellular amine metabolic process
GO:0034483	heparan sulfate sulfotransferase activity
GO:0045763	negative regulation of cellular amino acid metabolic process
GO:0051175	negative regulation of sulfur metabolic process
GO:1900909	negative regulation of olefin metabolic process
GO:1900912	negative regulation of olefin biosynthetic process
GO:0004817	cysteine-tRNA ligase activity
GO:0006423	cysteinyl-tRNA aminoacylation
GO:1990423	RZZ complex
GO:1902007	regulation of toxin transport
GO:1902009	positive regulation of toxin transport
GO:1902289	negative regulation of defense response to oomycetes
GO:0030331	nuclear estrogen receptor binding
GO:0070365	hepatocyte differentiation
GO:0033615	mitochondrial proton-transporting ATP synthase complex assembly
GO:0009943	adaxial/abaxial axis specification
GO:0009944	polarity specification of adaxial/abaxial axis
GO:0009955	adaxial/abaxial pattern specification
GO:0004655	porphobilinogen synthase activity
GO:0004372	glycine hydroxymethyltransferase activity
GO:0016742	hydroxymethyl-, formyl- and related transferase activity
GO:0055063	sulfate ion homeostasis
GO:0032441	pheophorbide a oxygenase activity
GO:0008607	phosphorylase kinase regulator activity
GO:0017198	N-terminal peptidyl-serine acetylation
GO:0018002	N-terminal peptidyl-glutamic acid acetylation
GO:0018200	peptidyl-glutamic acid modification
GO:0030920	peptidyl-serine acetylation
GO:0031415	NatA complex
GO:1990190	peptide-glutamate-N-acetyltransferase activity
GO:0009560	embryo sac egg cell differentiation
GO:0030621	U4 snRNA binding
GO:0000244	spliceosomal tri-snRNP complex assembly
GO:0000386	second spliceosomal transesterification activity
GO:0030619	U1 snRNA binding
GO:0030620	U2 snRNA binding
GO:0030623	U5 snRNA binding
GO:0097157	pre-mRNA intronic binding
GO:0009670	triose-phosphate:phosphate antiporter activity
GO:0015121	phosphoenolpyruvate:phosphate antiporter activity
GO:0015355	secondary active monocarboxylate transmembrane transporter activity
GO:0015714	phosphoenolpyruvate transport
GO:0089721	phosphoenolpyruvate transmembrane transporter activity
GO:0089722	phosphoenolpyruvate transmembrane transport
GO:0080181	lateral root branching
GO:0010347	L-galactose-1-phosphate phosphatase activity
GO:0070456	galactose-1-phosphate phosphatase activity
GO:0004605	phosphatidate cytidylyltransferase activity
GO:0016024	CDP-diacylglycerol biosynthetic process
GO:0046341	CDP-diacylglycerol metabolic process
GO:0002792	negative regulation of peptide secretion
GO:0050709	negative regulation of protein secretion
GO:0051048	negative regulation of secretion
GO:0051224	negative regulation of protein transport
GO:1903531	negative regulation of secretion by cell
GO:1904950	negative regulation of establishment of protein localization
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H
GO:0004535	poly(A)-specific ribonuclease activity
GO:0030870	Mre11 complex
GO:0047485	protein N-terminus binding
GO:0007190	activation of adenylate cyclase activity
GO:0031929	TOR signaling
GO:0031931	TORC1 complex
GO:0031932	TORC2 complex
GO:0032148	activation of protein kinase B activity
GO:0038201	TOR complex
GO:0043519	regulation of myosin II filament organization
GO:0043520	regulation of myosin II filament assembly
GO:0045806	negative regulation of endocytosis
GO:0050764	regulation of phagocytosis
GO:0050765	negative regulation of phagocytosis
GO:0001560	regulation of cell growth by extracellular stimulus
GO:0004838	L-tyrosine:2-oxoglutarate aminotransferase activity
GO:0048830	adventitious root development
GO:0070547	L-tyrosine aminotransferase activity
GO:0080108	S-alkylthiohydroximate lyase activity
GO:0031071	cysteine desulfurase activity
GO:0005436	sodium:phosphate symporter activity
GO:0015319	sodium:inorganic phosphate symporter activity
GO:0015370	solute:sodium symporter activity
GO:0005872	minus-end kinesin complex
GO:0007053	spindle assembly involved in male meiosis
GO:0009971	anastral spindle assembly involved in male meiosis
GO:0055048	anastral spindle assembly
GO:0031285	regulation of sorocarp stalk cell differentiation
GO:0031286	negative regulation of sorocarp stalk cell differentiation
GO:0032105	negative regulation of response to extracellular stimulus
GO:0032108	negative regulation of response to nutrient levels
GO:0036257	multivesicular body organization
GO:0042173	regulation of sporulation resulting in formation of a cellular spore
GO:0043937	regulation of sporulation
GO:0043938	positive regulation of sporulation
GO:0045881	positive regulation of sporulation resulting in formation of a cellular spore
GO:0075260	regulation of spore-bearing organ development
GO:0075262	negative regulation of spore-bearing organ development
GO:0009647	skotomorphogenesis
GO:0043496	regulation of protein homodimerization activity
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0050619	phytochromobilin:ferredoxin oxidoreductase activity
GO:0000710	meiotic mismatch repair
GO:0010777	meiotic mismatch repair involved in reciprocal meiotic recombination
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0004585	ornithine carbamoyltransferase activity
GO:0042450	arginine biosynthetic process via ornithine
GO:0009531	secondary cell wall
GO:0048225	suberin network
GO:0048226	Casparian strip
GO:0019140	inositol 3-kinase activity
GO:0010448	vegetative meristem growth
GO:0010449	root meristem growth
GO:0033186	CAF-1 complex
GO:1902626	assembly of large subunit precursor of preribosome
GO:0004157	dihydropyrimidinase activity
GO:0000350	generation of catalytic spliceosome for second transesterification step
GO:0071020	post-spliceosomal complex
GO:0071021	U2-type post-spliceosomal complex
GO:0032925	regulation of activin receptor signaling pathway
GO:0032926	negative regulation of activin receptor signaling pathway
GO:0048483	autonomic nervous system development
GO:0048484	enteric nervous system development
GO:1900107	regulation of nodal signaling pathway
GO:1900108	negative regulation of nodal signaling pathway
GO:1900145	regulation of nodal signaling pathway involved in determination of left/right asymmetry
GO:1900146	negative regulation of nodal signaling pathway involved in determination of left/right asymmetry
GO:1900175	regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:1900176	negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry
GO:2000380	regulation of mesoderm development
GO:2000381	negative regulation of mesoderm development
GO:0004424	imidazoleglycerol-phosphate dehydratase activity
GO:0004112	cyclic-nucleotide phosphodiesterase activity
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity
GO:0004846	urate oxidase activity
GO:0016663	oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor
GO:0010326	methionine-oxo-acid transaminase activity
GO:0090356	negative regulation of auxin metabolic process
GO:0090357	regulation of tryptophan metabolic process
GO:1901996	regulation of indoleacetic acid biosynthetic process via tryptophan
GO:1901997	negative regulation of indoleacetic acid biosynthetic process via tryptophan
GO:0008021	synaptic vesicle
GO:0030336	negative regulation of cell migration
GO:0030672	synaptic vesicle membrane
GO:0040013	negative regulation of locomotion
GO:0046928	regulation of neurotransmitter secretion
GO:0051271	negative regulation of cellular component movement
GO:0051588	regulation of neurotransmitter transport
GO:0070382	exocytic vesicle
GO:0098793	presynapse
GO:0099501	exocytic vesicle membrane
GO:1902883	negative regulation of response to oxidative stress
GO:2000146	negative regulation of cell motility
GO:0052751	GDP-mannose hydrolase activity
GO:0071242	cellular response to ammonium ion
GO:0008612	peptidyl-lysine modification to peptidyl-hypusine
GO:0019135	deoxyhypusine monooxygenase activity
GO:0008658	penicillin binding
GO:0034501	protein localization to kinetochore
GO:0071459	protein localization to chromosome, centromeric region
GO:0005249	voltage-gated potassium channel activity
GO:0015271	outward rectifier potassium channel activity
GO:0018773	acetylpyruvate hydrolase activity
GO:0034545	fumarylpyruvate hydrolase activity
GO:0031539	positive regulation of anthocyanin metabolic process
GO:0042753	positive regulation of circadian rhythm
GO:0035614	snRNA stem-loop binding
GO:0000354	cis assembly of pre-catalytic spliceosome
GO:0001650	fibrillar center
GO:0015680	protein maturation by copper ion transfer
GO:0032981	mitochondrial respiratory chain complex I assembly
GO:0009922	fatty acid elongase activity
GO:0019367	fatty acid elongation, saturated fatty acid
GO:0019368	fatty acid elongation, unsaturated fatty acid
GO:0034625	fatty acid elongation, monounsaturated fatty acid
GO:0034626	fatty acid elongation, polyunsaturated fatty acid
GO:0004633	phosphopantothenoylcysteine decarboxylase activity
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
GO:0010922	positive regulation of phosphatase activity
GO:0035306	positive regulation of dephosphorylation
GO:1901968	regulation of polynucleotide 3'-phosphatase activity
GO:1901969	positive regulation of polynucleotide 3'-phosphatase activity
GO:1901971	regulation of DNA-5-methylcytosine glycosylase activity
GO:1901972	positive regulation of DNA-5-methylcytosine glycosylase activity
GO:1902544	regulation of DNA N-glycosylase activity
GO:1902546	positive regulation of DNA N-glycosylase activity
GO:0031011	Ino80 complex
GO:0033202	DNA helicase complex
GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity
GO:0001654	eye development
GO:0001656	metanephros development
GO:0001822	kidney development
GO:0003151	outflow tract morphogenesis
GO:0007600	sensory perception
GO:0007605	sensory perception of sound
GO:0030326	embryonic limb morphogenesis
GO:0031065	positive regulation of histone deacetylation
GO:0032039	integrator complex
GO:0034508	centromere complex assembly
GO:0035108	limb morphogenesis
GO:0035112	genitalia morphogenesis
GO:0035115	embryonic forelimb morphogenesis
GO:0035136	forelimb morphogenesis
GO:0035261	external genitalia morphogenesis
GO:0042634	regulation of hair cycle
GO:0048592	eye morphogenesis
GO:0050954	sensory perception of mechanical stimulus
GO:0060065	uterus development
GO:0060323	head morphogenesis
GO:0060324	face development
GO:0060325	face morphogenesis
GO:0061010	gall bladder development
GO:0061038	uterus morphogenesis
GO:0070087	chromo shadow domain binding
GO:0071168	protein localization to chromatin
GO:0071481	cellular response to X-ray
GO:0071921	cohesin loading
GO:0090312	positive regulation of protein deacetylation
GO:0090694	Scc2-Scc4 cohesin loading complex
GO:0110102	ribulose bisphosphate carboxylase complex assembly
GO:0004013	adenosylhomocysteinase activity
GO:0016801	hydrolase activity, acting on ether bonds
GO:0016802	trialkylsulfonium hydrolase activity
GO:0045544	gibberellin 20-oxidase activity
GO:0048575	short-day photoperiodism, flowering
GO:0070370	cellular heat acclimation
GO:0000156	phosphorelay response regulator activity
GO:0080113	regulation of seed growth
GO:0070878	primary miRNA binding
GO:0070883	pre-miRNA binding
GO:0004325	ferrochelatase activity
GO:0019354	siroheme biosynthetic process
GO:0046156	siroheme metabolic process
GO:0051266	sirohydrochlorin ferrochelatase activity
GO:0010067	procambium histogenesis
GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity
GO:0016436	rRNA (uridine) methyltransferase activity
GO:0001776	leukocyte homeostasis
GO:0001941	postsynaptic membrane organization
GO:0001960	negative regulation of cytokine-mediated signaling pathway
GO:0002260	lymphocyte homeostasis
GO:0002521	leukocyte differentiation
GO:0002694	regulation of leukocyte activation
GO:0002696	positive regulation of leukocyte activation
GO:0005126	cytokine receptor binding
GO:0005133	interferon-gamma receptor binding
GO:0006264	mitochondrial DNA replication
GO:0006924	activation-induced cell death of T cells
GO:0007528	neuromuscular junction development
GO:0022407	regulation of cell-cell adhesion
GO:0022409	positive regulation of cell-cell adhesion
GO:0030098	lymphocyte differentiation
GO:0030217	T cell differentiation
GO:0030971	receptor tyrosine kinase binding
GO:0031594	neuromuscular junction
GO:0032088	negative regulation of NF-kappaB transcription factor activity
GO:0032944	regulation of mononuclear cell proliferation
GO:0032946	positive regulation of mononuclear cell proliferation
GO:0033077	T cell differentiation in thymus
GO:0042102	positive regulation of T cell proliferation
GO:0042110	T cell activation
GO:0042129	regulation of T cell proliferation
GO:0043029	T cell homeostasis
GO:0043113	receptor clustering
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043433	negative regulation of DNA-binding transcription factor activity
GO:0050670	regulation of lymphocyte proliferation
GO:0050671	positive regulation of lymphocyte proliferation
GO:0050863	regulation of T cell activation
GO:0050865	regulation of cell activation
GO:0050867	positive regulation of cell activation
GO:0050870	positive regulation of T cell activation
GO:0051059	NF-kappaB binding
GO:0051249	regulation of lymphocyte activation
GO:0051251	positive regulation of lymphocyte activation
GO:0051668	localization within membrane
GO:0060330	regulation of response to interferon-gamma
GO:0060331	negative regulation of response to interferon-gamma
GO:0060334	regulation of interferon-gamma-mediated signaling pathway
GO:0060336	negative regulation of interferon-gamma-mediated signaling pathway
GO:0060761	negative regulation of response to cytokine stimulus
GO:0070227	lymphocyte apoptotic process
GO:0070231	T cell apoptotic process
GO:0070663	regulation of leukocyte proliferation
GO:0070665	positive regulation of leukocyte proliferation
GO:0071340	skeletal muscle acetylcholine-gated channel clustering
GO:0071887	leukocyte apoptotic process
GO:0099173	postsynapse organization
GO:1903037	regulation of leukocyte cell-cell adhesion
GO:1903039	positive regulation of leukocyte cell-cell adhesion
GO:1990782	protein tyrosine kinase binding
GO:0010269	response to selenium ion
GO:0071291	cellular response to selenium ion
GO:0046967	cytosol to endoplasmic reticulum transport
GO:0016123	xanthophyll biosynthetic process
GO:0052662	zeaxanthin epoxidase activity
GO:0009729	detection of brassinosteroid stimulus
GO:0048455	stamen formation
GO:0048656	anther wall tapetum formation
GO:0048657	anther wall tapetum cell differentiation
GO:0046618	xenobiotic export from cell
GO:0010031	circumnutation
GO:0008482	sulfite oxidase activity
GO:0010477	response to sulfur dioxide
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0004634	phosphopyruvate hydratase activity
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity
GO:0004358	glutamate N-acetyltransferase activity
GO:0006592	ornithine biosynthetic process
GO:0090230	regulation of centromere complex assembly
GO:0090234	regulation of kinetochore assembly
GO:1905340	regulation of protein localization to kinetochore
GO:1905342	positive regulation of protein localization to kinetochore
GO:0000221	vacuolar proton-transporting V-type ATPase, V1 domain
GO:0016471	vacuolar proton-transporting V-type ATPase complex
GO:0033180	proton-transporting V-type ATPase, V1 domain
GO:0098572	stromal side of plastid thylakoid membrane
GO:0017003	protein-heme linkage
GO:0018063	cytochrome c-heme linkage
GO:0005835	fatty acid synthase complex
GO:0016631	enoyl-[acyl-carrier-protein] reductase activity
GO:0006842	tricarboxylic acid transport
GO:0015142	tricarboxylic acid transmembrane transporter activity
GO:0015367	oxoglutarate:malate antiporter activity
GO:0015742	alpha-ketoglutarate transport
GO:0035674	tricarboxylic acid transmembrane transport
GO:0004753	saccharopine dehydrogenase activity
GO:0019878	lysine biosynthetic process via aminoadipic acid
GO:0006722	triterpenoid metabolic process
GO:0008300	isoprenoid catabolic process
GO:0008395	steroid hydroxylase activity
GO:0016104	triterpenoid biosynthetic process
GO:0016105	triterpenoid catabolic process
GO:0016115	terpenoid catabolic process
GO:0019741	pentacyclic triterpenoid catabolic process
GO:0019742	pentacyclic triterpenoid metabolic process
GO:0019745	pentacyclic triterpenoid biosynthetic process
GO:1902381	11-oxo-beta-amyrin metabolic process
GO:1902382	11-oxo-beta-amyrin catabolic process
GO:1902384	glycyrrhetinate metabolic process
GO:1902386	glycyrrhetinate biosynthetic process
GO:0010110	regulation of photosynthesis, dark reaction
GO:0016151	nickel cation binding
GO:0045912	negative regulation of carbohydrate metabolic process
GO:0080152	regulation of reductive pentose-phosphate cycle
GO:0080153	negative regulation of reductive pentose-phosphate cycle
GO:0010176	homogentisate phytyltransferase activity
GO:0010354	homogentisate prenyltransferase activity
GO:0050342	tocopherol O-methyltransferase activity
GO:0033385	geranylgeranyl diphosphate metabolic process
GO:0033519	phytyl diphosphate metabolic process
GO:0033521	phytyl diphosphate biosynthetic process
GO:0045550	geranylgeranyl reductase activity
GO:0051402	neuron apoptotic process
GO:0070997	neuron death
GO:0009897	external side of plasma membrane
GO:0009930	longitudinal side of cell surface
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0019797	procollagen-proline 3-dioxygenase activity
GO:0031544	peptidyl-proline 3-dioxygenase activity
GO:0032963	collagen metabolic process
GO:0015173	aromatic amino acid transmembrane transporter activity
GO:0015801	aromatic amino acid transport
GO:0004557	alpha-galactosidase activity
GO:0033530	raffinose metabolic process
GO:0034484	raffinose catabolic process
GO:0052692	raffinose alpha-galactosidase activity
GO:0009923	fatty acid elongase complex
GO:0000835	ER ubiquitin ligase complex
GO:0000836	Hrd1p ubiquitin ligase complex
GO:0044322	endoplasmic reticulum quality control compartment
GO:1990381	ubiquitin-specific protease binding
GO:0032509	endosome transport via multivesicular body sorting pathway
GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
GO:0071985	multivesicular body sorting pathway
GO:1990621	ESCRT IV complex
GO:0030688	preribosome, small subunit precursor
GO:0005345	purine nucleobase transmembrane transporter activity
GO:0006863	purine nucleobase transport
GO:0015853	adenine transport
GO:0015854	guanine transport
GO:1904823	purine nucleobase transmembrane transport
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity
GO:0051511	negative regulation of unidimensional cell growth
GO:1901347	negative regulation of secondary cell wall biogenesis
GO:1903339	negative regulation of cell wall organization or biogenesis
GO:2000652	regulation of secondary cell wall biogenesis
GO:0002165	instar larval or pupal development
GO:0007447	imaginal disc pattern formation
GO:0007450	dorsal/ventral pattern formation, imaginal disc
GO:0007472	wing disc morphogenesis
GO:0007476	imaginal disc-derived wing morphogenesis
GO:0007552	metamorphosis
GO:0007560	imaginal disc morphogenesis
GO:0008587	imaginal disc-derived wing margin morphogenesis
GO:0009886	post-embryonic animal morphogenesis
GO:0009953	dorsal/ventral pattern formation
GO:0035114	imaginal disc-derived appendage morphogenesis
GO:0035120	post-embryonic appendage morphogenesis
GO:0035220	wing disc development
GO:0035222	wing disc pattern formation
GO:0048190	wing disc dorsal/ventral pattern formation
GO:0048563	post-embryonic animal organ morphogenesis
GO:0048569	post-embryonic animal organ development
GO:0048707	instar larval or pupal morphogenesis
GO:0048737	imaginal disc-derived appendage development
GO:0016150	translation release factor activity, codon nonspecific
GO:0070126	mitochondrial translational termination
GO:0072344	rescue of stalled ribosome
GO:0016031	tRNA import into mitochondrion
GO:0035927	RNA import into mitochondrion
GO:0051031	tRNA transport
GO:0009398	FMN biosynthetic process
GO:0046444	FMN metabolic process
GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
